"Target","Ridom Usage","Ridom Exclusion Reason","location","gene","product","protein_id","note"
"Rv3063","MLST+","-","3427243..3429519","cstA","Probable carbon starvation protein A homolog CstA","NP_217579.1","Rv3063, (MTCY22D7.18c), len: 758 aa. Probable cstA,integral membrane starvation-induced stress response protein, similar to other e.g. P15078|CSTA_ECOLI|B0598 from Escherichia coli strain K12 (701 aa), FASTA scores: opt: 2357, E(): 9.5e-137, (51.25% identity in 712 aa overlap); AAG54933|CSTA from Escherichia coli strain O157:H7 EDL933 (701 aa), FASTA scores: opt: 2356, E(): 1.1e-136, (51.1% identity in 712 aa overlap); etc. Predicted to be membrane associated. Similarity suggests start at GTG at 16801 in Y22D7 but no RBS obvious so TBParse-predicted start at 16881 taken. Belongs to the CstA family."
"Rv3064c","MLST+","-","3429825..3430250",,"Probable conserved integral membrane protein","NP_217580.1","Rv3064c, (MTCY22D7.17), len: 141 aa. Probable conserved integral membrane protein, similar to many e.g. Q9KY40|SCC8A.08 putative integral membrane protein from Streptomyces coelicolor (153 aa), FASTA scores: opt: 391,E(): 2.4e-18, (48.45% identity in 130 aa overlap); Q9K461|SC2H12.23c putative integral membrane protein from Streptomyces coelicolor (151 aa), FASTA scores: opt: 339,E(): 5.1e-15, (46.7% identity in 124 aa overlap); BAB48975|MLR1652 hypothetical protein from Rhizobium loti (Mesorhizobium loti) (130 aa), FASTA scores: opt: 319, E(): 8.7e-14, (41.45% identity in 123 aa overlap); Q9JR31|NMA2196|NMB0291 conserved hypothetical inner membrane protein from Neisseria meningitidis serogroup a and B (132 aa), FASTA scores: opt: 303, E(): 9.4e-13,(43.65% identity in 126 aa overlap); etc."
"Rv3065","MLST+","-","3430387..3430710","mmr","Multidrugs-transport integral membrane protein Mmr","YP_177922.1","Rv3065, (MT3150.1, MTCY22D7.17c), len: 107 aa. Mmr,integral membrane multidrugs resistance transporter (see citation below), equivalent to Q9CBP1|ML1756 probable multidrug resistance protein from Mycobacterium leprae (107 aa), FASTA scores: opt: 534, E(): 3.3e-28, (77.55% identity in 107 aa overlap). Also highly similar to bacterial proteins involved in resistance to ethidium bromide or methyl viologen e.g. O87866|QACG_STASP quaternary ammonium compound-resistance protein QACG (quarternary ammonium determinant G) from Staphylococcus sp. strain ST94 (107 aa), FASTA scores: opt: 307, E(): 1.8e-13, (39.8% identity in 103 aa overlap); P96460|QAC quaternary ammonium compounds resistance protein QAC from Staphylococcus aureus (107 aa), FASTA scores: opt: 304, E(): 2.8e-13, (40.4% identity in 104 aa overlap); Q57225|QACE_ECOLI quaternary ammonium compound-resistance protein QACE (quarternary ammonium determinant E) from Escherichia coli (110 aa),FASTA scores: opt: 300, E(): 5.2e-13, (48.15% identity in 108 aa overlap); AAG55967|Z1870 methylviologen resistance protein encoded within prophage CP-933X from Escherichia coli strain O157:H7 EDL933 (110 aa); P23895|EMRE|MVRC|EB|B0543 EMRE protein from Escherichia coli (110 aa), FASTA scores: opt: 290, E(): 2.3e-12,(43.55% identity in 101 aa overlap); etc. Also similar to the SugE protein of enteric bacteria. Belongs to the small multidrug resistance (SMR) protein family. Note that previously known as emrE."
"Rv3066","MLST+","-","3430707..3431315",,"Probable transcriptional regulatory protein (probably DeoR-family)","NP_217582.1","Rv3066, (MTCY22D7.15c), len: 202 aa. Probable transcriptional regulatory protein deoR-family, with some similarity to transcriptional regulators and hypothetical proteins, e.g. Q9X9V5|SCI7.35c hypothetical 21.1 KDA protein from Streptomyces coelicolor (197 aa), FASTA scores: opt: 398, E(): 5.7e-19, (40.3% identity in 191 aa overlap); AAG55222|Z1073 putative DeoR-type transcriptional regulator from Escherichia coli strain O157:H7 EDL933 (178 aa), FASTA scores: opt: 257, E(): 7.9e-10, (28.4% identity in 176 aa overlap); Q9HXU1|PA3699 probable transcriptional regulator (TetR/AcrR family) from Pseudomonas aeruginosa (237 aa), FASTA scores: opt: 229, E(): 6.7e-08, (32.1% identity in 187 aa overlap); etc."
"Rv3067","MLST+","-","3431428..3431838",,"hypothetical protein","NP_217583.1","Rv3067, (MTCY22D7.14c), len: 136 aa. Conserved hypothetical protein, weakly similar to other mycobacterium proteins e.g. O53953|Rv1804c|MTV049.26c (108 aa), FASTA scores: opt: 183, E(): 0.00053, (36.6% identity in 82 aa overlap); O07222|Rv1810|MTCY16F9.04c (118 aa), FASTA scores: opt: 149, E(): 0.05, (30.95% identity in 84 aa overlap). Has hydrophobic stretch at N-terminus. Start chosen on basis of codon usage but upstream ATG also possible."
"Rv3068c","MLST+","-","3431979..3433622","pgmA","Probable phosphoglucomutase PgmA (glucose phosphomutase) (PGM)","NP_217584.1","Rv3068c, (MTCY22D7.13), len: 547 aa. Probable pgmA,phosphoglucomutase, highly similar to other phosphoglucomutases e.g. Q9L117|PGM from Streptomyces coelicolor (546 aa), FASTA scores: opt: 2569, E(): 2.8e-149, (71.4% identity in 545 aa overlap); Q9ABY5|CC0085 from Caulobacter crescentus (545 aa), FASTA scores: opt: 2465, E(): 6.2e-143, (70.4% identity in 541 aa overlap); P38569|PGMU_ACEXY|CELB from Acetobacter xylinum (555 aa),FASTA scores: opt: 2206, E(): 4e-127, (62.25% identity in 543 aa overlap); P74643|PGM|SLL0726 from Synechocystis sp. strain PCC 6803 (567 aa), FASTA scores: opt: 2168, E(): 8.5e-125, (60.0% identity in 550 aa overlap); P36938|PGMU_ECOLI|PGM|B0688 from Escherichia coli (546 aa),FASTA scores: opt: 2111, E(): 2.5e-121, (58.2% identity in 550 aa overlap). Also similar to other phosphomannomutases. Has phosphoglucomutase and phosphomannomutase signature (PS00710) and ATP/GTP-binding site motif A (P-loop) (PS00017). Belongs to the phosphohexose mutases family."
"Rv3069","MLST+","-","3433692..3434090",,"Probable conserved transmembrane protein","NP_217585.1","Rv3069, (MTCY22D7.12c), len: 132 aa. Probable conserved transmembrane protein, similar to several hypothetical and CRCB bacterial proteins e.g. Q9A6V2|CC1981 CRCB protein (see citation below; seems to be involved in camphor resistance and chromosome condensation, promoting or protecting chromosome folding) from Caulobacter crescentus (127 aa), FASTA scores: opt: 275, E(): 1.6e-11,(41.1% identity in 124 aa overlap); Q9FC39|SC4G1.10 putative integral membrane protein from Streptomyces coelicolor (154 aa), FASTA scores: opt: 258, E(): 2.5e-10,(42.15% identity in 121 aa overlap); Q9V0X2|PAB1925 CRCB protein (see citation below) from Pyrococcus abyssi (123 aa), FASTA scores: opt: 256, E(): 2.8e-10, (39.8% identity in 113 aa overlap); O59171|PH1502 hypothetical 13.6 KDA protein from Pyrococcus horikoshii (123 aa), FASTA scores: opt: 249, E(): 8.2e-10, (38.65% identity in 119 aa overlap); etc."
"Rv3070","MLST+","-","3434087..3434467",,"Probable conserved integral membrane protein","NP_217586.1","Rv3070, (MTCY22D7.11c), len: 126 aa. Probable conserved integral membrane protein, similar to several hypothetical and CRCB bacterial proteins e.g. Q9FC37|SC4G1.12 putative integral membrane protein from Streptomyces coelicolor (124 aa), FASTA scores: opt: 280,E(): 3.1e-11, (45.3% identity in 117 aa overlap); O25823|HP1225 conserved hypothetical integral membrane protein from Helicobacter pylori (Campylobacter pylori) (130 aa), FASTA scores: opt: 225, E(): 1e-07, (33.35% identity in 123 aa overlap); O07590|YHDU hypothetical 12.4 KDA protein from Bacillus subtilis (118 aa), FASTA scores: opt: 224, E(): 1.1e-07, (37.85% identity in 111 aa overlap); Q9KVS9|VC0060 CRCB protein (see Hu et al., 1996; seems involved in camphor resistance and chromosome condensation, promoting or protecting chromosome folding) from Vibrio cholera (126 aa), FASTA scores: opt: 221, E(): 1.8e-07, (33.35% identity in 126 aa overlap); etc."
"Rv3071","MLST+","-","3434464..3435573",,"hypothetical protein","NP_217587.1","Rv3071, (MTCY22D7.10c), len: 369 aa. Conserved hypothetical protein, weakly similar in N-terminus of Q9A4V0|CC2725 hypothetical protein CC2725 from Caulobacter crescentus (113 aa), FASTA scores: opt: 141, E(): 0.031,(27.6% identity in 105 aa overlap). C-terminal region also weakly similar to other hypothetical proteins e.g. Q9FC38|YG11_STRCO from Streptomyces coelicolor (114 aa),FASTA scores: opt: 151, E(): 0.007, (31.65% identity in 98 aa overlap)."
"Rv3072c","MLST+","-","3435798..3436322",,"hypothetical protein","NP_217588.1","Rv3072c, (MTCY22D7.09), len: 174 aa. Hypothetical protein, similar in part to O87779 hypothetical 18.1 KDA protein (fragment) from Mycobacterium paratuberculosis (166 aa), FASTA scores: opt: 238, E(): 2.5e-08, (42.6% identity in 108 aa overlap); Q9AH10 putative F420-dependent dehydrogenase from Rhodococcus erythropolis (295 aa), FASTA scores: opt: 228, E(): 1.7e-07, (34.25% identity in 111 aa overlap); P71557|Y953_MYCTU|Rv0953c|MTCY10D7.21 possible oxidoreductase from Mycobacterium tuberculosis strain H37Rv (304 aa), FASTA scores: opt: 208, E(): 3.2e-06, (38.9% identity in 108 aa overlap); etc. N-terminal region similar to several proteins from Mycobacterium tuberculosis."
"Rv3073c","MLST+","-","3436329..3436685",,"hypothetical protein","NP_217589.1","Rv3073c, (MTCY22D7.08), len: 118 aa. Conserved hypothetical protein, highly similar to other e.g. Q9F3D7|SC2H2.18 from Streptomyces coelicolor (119 aa),FASTA scores: opt: 399, E(): 2.5e-20, (53.05% identity in 115 aa overlap); Q9K4K9|SC5F8.15c from Streptomyces coelicolor (117 aa), FASTA scores: opt: 334, E(): 6e-16,(49.1% identity in 112 aa overlap); Q9HKD5|TA0666 from Thermoplasma acidophilum (134 aa), FASTA scores: opt: 334,E(): 6.7e-16, (42.35% identity in 111 aa overlap); BAB53507|MLL7394 from Rhizobium loti (Mesorhizobium loti) (120 aa), FASTA scores: opt: 309, E(): 3e-14, (43.65% identity in 110 aa overlap); etc."
"Rv3074","MLST+","-","3436779..3438053",,"hypothetical protein","NP_217590.1","Rv3074, (MTCY22D7.07c), len: 424 aa. Conserved hypothetical protein, highly similar but shorter (46 aa) to P71806|Rv1378c|MTCY02B12.12c hypothetical 51.3 KDA protein from Mycobacterium tuberculosis (475 aa), FASTA scores: opt: 2009, E(): 5.8e-113, (72.95% identity in 429 aa overlap); and also similar to other hypothetical mycobacterium proteins e.g. O33266|Rv0336|MTCY279.03 (503 aa), FASTA scores: opt: 337, E(): 7.5e-13, (28.6% identity in 381 aa overlap); O33360|Rv0515|MTCY20G10.05 (503 aa),FASTA scores: opt: 337, E(): 7.5e-13, (28.6% identity in 381 aa overlap); etc."
"Rv3075c","MLST+","-","3438050..3438973",,"hypothetical protein","NP_217591.1","Rv3075c, (MTCY22D7.06), len: 307 aa. Conserved protein, with some similarity to Q9I562|PA0883 probable acyl-CoA lyase beta chain from Pseudomonas aeruginosa (275 aa), FASTA scores: opt: 408, E(): 9.2e-19, (35.15% identity in 273 aa overlap); Q9S2U9|SC4G6.02 putative citrate lyase beta chain from Streptomyces coelicolor (274 aa), FASTA scores: opt: 384, E(): 3.1e-17, (34.7% identity in 265 aa overlap); O06162|cite|Rv2498c|MTCY07A7.04c from Mycobacterium tuberculosis (273 aa), FASTA scores: opt: 349, E(): 5.1e-15, (35.2% identity in 264 aa overlap); etc. Several initiation codons possible, first one chosen."
"Rv3076","Accessory","Gene Rv3076 overlaps Rv3077 at 8 bases.","3439072..3439548",,"hypothetical protein","NP_217592.1","Rv3076, (MTCY22D7.05c), len: 158 aa. Conserved hypothetical protein, weakly similar to Q9AK12|SC8D11.07 hypothetical 17.0 KDA protein from Streptomyces coelicolor (151 aa), FASTA scores: opt: 110, E(): 1.5, (25.5% identity in 145 aa overlap)."
"Rv3077","MLST+","-","3439541..3441352",,"Possible hydrolase","YP_177923.1","Rv3077, (MTCY22D7.04c), len: 603 aa. Possible hydrolase, with some similarity to variety of hydrolases (aryl- and steryl sulfatases principaly) e.g. Q45087|PEHA phosphonate monoester hydrolase from Burkholderia caryophylli (514 aa), FASTA scores: opt: 239, E(): 7.2e-07,(23.95% identity in 413 aa overlap); Q9I1E5|PA2333 probable sulfatase from Pseudomonas aeruginosa (538 aa), FASTA scores: opt: 231, E(): 2.3e-06, (28.1% identity in 516 aa overlap); P31447|YIDJ_ECOLI|B3678 putative sulfatase from Escherichia coli (497 aa), FASTA scores: opt: 222, E(): 7.4e-06, (27.7% identity in 390 aa overlap); etc. Note that previously known as atsF."
"Rv3078","MLST+","-","3441353..3441754","hab","Probable hydroxylaminobenzene mutase Hab","NP_217594.1","Rv3078, (MTCY22D7.03c), len: 133 aa. Probable hab,hydroxylaminobenzene mutase (5.-.-.-) (see Davis et al.,2000), highly similar to two hydroxylaminobenzene mutases from Pseudomonas pseudoalcaligenes O52214|HABA (135 aa),FASTA scores: opt: 495, E(): 6.8e-25, (51.1% identity in 133 aa overlap); and O52216|HABB (164 aa), FASTA scores: opt: 479, E(): 8.2e-24, (51.9% identity in 133 aa overlap) (see Davis et al., 2000); and to Q9AH35|NBZB hydroxylaminobenzene mutase from Pseudomonas putida (164 aa), FASTA scores: opt: 476, E(): 1.3e-23, (51.8% identity in 133 aa overlap) (see Park & Kim 2000). Gene name according to Pseudomonas pseudoalcaligenes nomenclature. Also similarity with putative different membrane proteins involved in transport (protein predicted to be a transmembrane protein)."
"Rv3079c","MLST+","-","3441770..3442597",,"hypothetical protein","NP_217595.1","Rv3079c, (MTCY22D7.02), len: 275 aa. Conserved protein, similar to other hypothetical mycobacterium proteins e.g. P71557|Y953_MYCTU|Rv0953c|MTCY10D7.21 possible oxidoreductase from Mycobacterium tuberculosis strain H37Rv (282 aa), FASTA scores: opt: 668, E(): 2.4e-34, (40.55% identity in 281 aa overlap); O06216|Rv2161c|MTCY270.07 from Mycobacterium tuberculosis strain H37Rv (288 aa), FASTA scores: opt: 595, E(): 8.5e-30, (40.9% identity in 274 aa overlap); O87779 from Mycobacterium paratuberculosis (166 aa), FASTA scores: opt: 464, E(): 7.2e-22, (41.55% identity in 166 aa overlap); etc. Also some similarity to other proteins e.g. Q9AH10 putative F420-dependent dehydrogenase from Rhodococcus erythropolis (295 aa), FASTA scores: opt: 401, E(): 9.6e-18, (30.2% identity in 288 aa overlap); Q9AE04|RIF17 RIF17 protein from Amycolatopsis mediterranei (356 aa),FASTA scores: opt: 298, E(): 2.8e-11, (35.0% identity in 203 aa overlap); AAK48081|MT3720 luciferase-related protein from Mycobacterium tuberculosis strain CDC1551 (395 aa),FASTA scores: opt: 223, E(): 1.4e-06, (29.4% identity in 211 aa overlap)."
"Rv3080c","MLST+","-","3442656..3445988","pknK","Serine/threonine-protein kinase transcriptional regulatory protein PknK (protein kinase K) (STPK K)","NP_217596.1","Rv3080c, (MTV013.01c-MTCY22D7.01), len: 1110 aa. pknK, serine/threonine protein kinase involved in transcriptional regulatory function (see citation below). Similar but shorter in N-terminus (approximately 300 residues) to others e.g. Q48411|ACOK transcriptional regulatory protein of aco ABCD operon from Klebsiella pneumoniae (921 aa), FASTA scores: opt: 886, E(): 7.6e-37,(27.75% identity in 829 aa overlap); Q9HX92|PA3921 probable transcriptional regulator from Pseudomonas aeruginosa (belongs to the LuxR/UhpA family of transcriptional regulators) (906 aa), FASTA scores: opt: 760, E(): 1.5e-30,(29.55% identity in 822 aa overlap); Q9I2X9|PA1760 probable transcriptional regulator from Pseudomonas aeruginosa (belongs to the LuxR/UhpA family of transcriptional regulators) (907 aa), FASTA scores: opt: 696, E(): 2.3e-27,(25.85% identity in 685 aa overlap); P06993|malt (alias BAB37683|ECS4260 and AAG58520|malt) positive regulator of MAL regulon from Escherichia coli strain O157:H7 (901 aa),FASTA scores: opt: 660, E(): 1.4e-25, (29.25% identity in 530 aa overlap); Q9KNF3|VCA0011 malt regulatory protein from Vibrio cholerae (belongs to the LuxR/UhpA family of transcriptional regulators) (921 aa), FASTA scores: opt: 626, E(): 7.2e-24, (25.8% identity in 659 aa overlap); etc. N-terminal region similar to N-terminus of serine/threonine kinases e.g. Q9KK90|PKMA serine/threonine kinase (similar to the Ser/Thr family of protein kinases) from Amycolatopsis mediterranei (589 aa), FASTA scores: opt: 545, E(): 5.7e-20, (34.45% identity in 334 aa overlap); Q9RPT5|AMK serine/threonine protein kinase homolog (similar to the Ser/Thr family of protein kinases) from Amycolatopsis mediterranei (606 aa), FASTA scores: opt: 537, E(): 1.5e-19, (35.55% identity in 346 aa overlap); Q9L0I0|PKAD protein serine/threonine kinase from Streptomyces coelicolor (599 aa), FASTA scores: opt: 520,E(): 1e-18, (36.1% identity in 324 aa overlap); etc. N-terminal part also similar to O53510|PKNL_MYCTU|Rv2176|MT2232|MTV021.09 probable serine/threonine-protein kinase from Mycobacterium tuberculosis strain H37Rv (399 aa), FASTA scores: opt: 511,E(): 2.1e-18, (35.15% identity in 313 aa overlap). Contains PS00107 Protein kinases ATP-binding region signature and PS00017 ATP/GTP-binding site motif A (P-loop). Contains Hank's kinase subdomain. First part of the protein seems belong to the Ser/Thr family of protein kinases, and second parts seems belongs to the LuxR/UhpA family of transcriptional regulators."
"Rv3081","MLST+","-","3446040..3447278",,"hypothetical protein","NP_217597.1","Rv3081, (MTV013.02), len: 412 aa. Conserved hypothetical protein. Second part of the protein (approximately residues 250-412) shares weak similarity with other hypothetical proteins e.g. Q9YEU3|APE0488 from Aeropyrum pernix (188 aa), FASTA scores: opt: 149, E(): 0.019, E(): 0.019, (29.5% identity in 173 aa overlap); and first part shares weak similarity with C-terminal part of Q9RVT9|DR0933 alpha-amlyase from Deinococcus radiodurans (644 aa), FASTA scores: opt: 127, E(): 1.4, (27.25% identity in 198 aa overlap). Equivalent to AAK47502|MT3166 hypothetical 48.3 KDA protein from Mycobacterium tuberculosis strain CDC1551 (436 aa) but shorter 24 aa in N-terminus. Contains PS00850 Glycine radical signature and possible helix-turn-helix motif at aa 53-74."
"Rv3082c","MLST+","-","3447404..3448426","virS","Virulence-regulating transcriptional regulator VirS (AraC/XylS family)","NP_217598.1","Rv3082c, (MT3167, MTV013.03c), len: 340 aa. VirS,transcriptional regulatory protein araC/xylS family,probably involved in virulence (see citations below). Similar to many transcriptional regulators araC/xylS family e.g. Q9HZ25|PA3215 probable transcriptional regulator (AraC/XylS family) from Pseudomonas aeruginosa (337 aa),FASTA scores: opt: 379, E(): 3e-17, (30.4% identity in 306 aa overlap); Q9Z3Y6|PHBR polyhydroxybutyrate transcriptional activator from Pseudomonas sp. 61-3 (379 aa), FASTA scores: opt: 336, E(): 2e-14, (26.35% identity in 334 aa overlap); P72171|ORUR|PA0831 ornithine utilization transcriptional regulator oruR from Pseudomonas aeruginosa (339 aa), FASTA scores: opt: 274, E(): 1.9e-10,(23.7% identity in 321 aa overlap); Q9ZFW7 virulence regulating homolog from Pseudomonas alcaligenes (346 aa),FASTA scores: opt: 262, E(): 1.2e-09, (24.5% identity in 339 aa overlap); etc. Also similar to O69703|Rv3736|MTV025.084 putative regulatory protein (AraC/XylS family) from Mycobacterium tuberculosis strain H37Rv (353 aa), FASTA scores: opt: 656, E(): 3.5e-35,(36.95% identity in 333 aa overlap). Has potential helix-turn-helix motif at positions 252-273. Belongs to the AraC/XylS family of transcriptional regulators. Substrate of PknK."
"Rv3083","MLST+","-","3448504..3449991",,"Probable monooxygenase (hydroxylase)","NP_217599.1","Rv3083, (MTV013.04), len: 495 aa. Probable monooxygenase, highly similar to other putative monooxygenases flavin-binding family e.g. AAK48336|MT3969 from Mycobacterium tuberculosis strain CDC1551 (489 aa),FASTA scores: opt: 1692, E(): 4.9e-98, (49.7% identity in 489 aa overlap); Q9A588|CC2569 from Caulobacter crescentus (498 aa), FASTA scores: opt: 1684, E(): 1.6e-97, (52.25% identity in 484 aa overlap); Q9APW3 from Pseudomonas aeruginosa (508 aa), FASTA scores: opt: 1603, E(): 1.8e-92,(49.8% identity in 484 aa overlap); etc."
"Rv3084","MLST+","-","3449997..3450923","lipR","Probable acetyl-hydrolase/esterase LipR","NP_217600.1","Rv3084, (MTV013.05), len: 308 aa. Probable lipR,N-Acetyl-hydrolase/esterase, similar to other e.g. Q01109|BAH_STRH from Streptomyces hygroscopicus (299 aa),FASTA scores: opt: 558, E(): 4.1e-26, (40.25% identity in 246 aa overlap); Q9X8J4|SCE9.22 from Streptomyces coelicolor (266 aa), FASTA scores: opt: 544, E(): 2.5e-25,(36.95% identity in 257 aa overlap); Q56171|DEA from Streptomyces viridochromogenes (299 aa), FASTA scores: opt: 532, E(): 1.4e-24, (38.6% identity in 254 aa overlap); etc. Also similar to O06350|LIPF|Rv3487c|MTCY13E12.41c (277 aa),FASTA score: opt: 291, E(): 8.5e-10, (28.5% identity in 239 aa overlap). May belong to the 'GDXG' family of lipolytic enzymes."
"Rv3085","MLST+","-","3450920..3451750",,"Probable short-chain type dehydrogenase/reductase","NP_217601.1","Rv3085, (MTV013.06), len: 276 aa. Probable short-chain dehydrogenase/reductase, similar to various oxidoreductases in the short chain dehydrogenases/reductases family e.g. Q9CC98|ML1094 short chain alcohol dehydrogenase from Mycobacterium leprae (277 aa), FASTA scores: opt: 1059, E(): 4.8e-56, (61.65% identity in 266 aa overlap); Q9I3H6|PA1537 probable short-chain dehydrogenase from Pseudomonas aeruginos (295 aa), FASTA scores: opt: 858, E(): 4.7e-44, (48.4% identity in 285 aa overlap); Q9CBP7|ML1740 possible short chain reductase from Mycobacterium leprae (312 aa), FASTA scores: opt: 500, E(): 1e-22, (36.6% identity in 257 aa overlap); etc. Also similar to mycobacterium proteins O50460|Rv1245c|MTV006.17c dehydrogenase similar to the short-chain dehydrogenases/reductases family (276 aa),FASTA scores: opt: 1200, E(): 1.9e-64, (65.2% identity in 273 aa overlap); and P95101|Rv3057c|MTCY22D7.24 hypothetical dehydrogenase (287 aa). Contains PS00061 Short-chain alcohol dehydrogenase family signature. Belongs to the short-chain dehydrogenases/reductases (SDR) family."
"Rv3086","MLST+","-","3451781..3452887","adhD","Probable zinc-type alcohol dehydrogenase AdhD (aldehyde reductase)","NP_217602.1","Rv3086, (MTV013.07), len: 368 aa. Probable adhD,zinc-type alcohol dehydrogenase, highly similar to many e.g. O69045 hypothetical alcohol dehydrogenase from Rhodococcus rhodochrous (370 aa), FASTA scores: opt: 1255,E(): 8.7e-68, (50.4% identity in 367 aa overlap); P25406|ADHB_UROHA alcohol dehydrogenase I-B from Uromastyx hardwickii (Indian spiny-tailed lizard) (375 aa), FASTA scores: opt: 787, E(): 8.2e-40, (35.9% identity in 373 aa overlap); P72324||ADHI_RHOSH alcohol dehydrogenase class III from Rhodobacter sphaeroides (Rhodopseudomonas sphaeroides) (376 aa), FASTA scores: opt: 787, E(): 8.3e-40, (35.1% identity in 379 aa overlap). Also highly similar to P71818|Rv0761c|MTCY369.06c hypothetical zinc-type alcohol dehydrogenase-like protein from Mycobacterium tuberculosis strain H37Rv (375 aa), FASTA scores: opt: 1186, E(): 1.2e-63, (47.3% identity in 368 aa overlap). Contains PS00059 Zinc-containing alcohol dehydrogenases signature. Belongs to the zinc-containing alcohol dehydrogenase. Possibly requires zinc for its activity."
"Rv3087","MLST+","-","3452925..3454343",,"Possible triacylglycerol synthase (diacylglycerol acyltransferase)","NP_217603.1","Rv3087, (MTV013.08), len: 472 aa. Possible triacylglycerol synthase (See Daniel et al., 2004), similar to several Mycobacterium tuberculosis proteins e.g. MTCY08D5.16, MTCY28.26, MTCY493.29c. Also similar to Q9X7A8|MLCB1610.05|ML1244 conserved membrane protein from Mycobacterium leprae (491 aa)."
"Rv3088","MLST+","-","3454340..3455764","tgs4","Putative triacylglycerol synthase (diacylglycerol acyltransferase) Tgs4","NP_217604.1","Rv3088, (MTV013.09), len: 474 aa. Putative tgs4,triacylglycerol synthase (See Daniel et al., 2004), similar to several Mycobacterium tuberculosis proteins e.g. MTCY31.23 (505 aa), MTCY13E12.34c (497 aa) and MTCY493.29c (459 aa). Also similar to Q9X7A8|MLCB1610.05|ML1244 conserved membrane protein from Mycobacterium leprae (491 aa)."
"Rv3089","MLST+","-","3455761..3457272","fadD13","Probable chain-fatty-acid-CoA ligase FadD13 (fatty-acyl-CoA synthetase)","NP_217605.1","Rv3089, (MTV013.10), len: 503 aa. Probable fadD13,Acyl-CoA Synthetase, similar to many e.g. MTCI28.06,MTCY08D5.09, MTCY06G11.08 from Mycobacterium tuberculosis strain H37Rv; and to Q9F7P5 predicted acid--CoA ligase FADD13 from uncultured proteobacterium EBAC31A08 (504 aa),FASTA scores: opt: 1126, E(): 2.4e-62, (38.85% identity in 502 aa overlap); Q9EY88|FCS feruloyl-CoA synthetase from Amycolatopsis sp. strain HR167 (491 aa), FASTA scores: opt: 1073, E(): 4.5e-59, (38.5% identity in 504 aa overlap); BAB49118|MLR1843 probable acid-CoA ligase from Rhizobium loti (Mesorhizobium loti) (495 aa), FASTA scores: opt: 937,E(): 1.2e-50, (36.2% identity in 503 aa overlap); Q9KZC1|SC6F7.21 probable long-chain-fatty-acid-CoA ligase from Streptomyces coelicolor (511 aa), FASTA scores: opt: 899, E(): 2.8e-48, (36.1% identity in 510 aa overlap); Q9A5P7|CC2400 putative acid-CoA ligase from Caulobacter crescentus (496 aa), FASTA scores: opt: 874, E(): 9.8e-47,(35.1% identity in 507 aa overlap); etc. Contains PS00455 Putative AMP-binding domain signature and PS00061 Short-chain alcohol dehydrogenase family signature."
"Rv3090","MLST+","-","3458211..3459098",,"Unknown alanine and valine rich protein","NP_217606.1","Rv3090, (MTCY164.01), len: 295 aa. Unknown Ala-,Val-rich protein. Hydrophobic stretch at N-terminus."
"Rv3091","MLST+","-","3459116..3460807",,"hypothetical protein","NP_217607.1","Rv3091, (MTCY164.02), len: 563 aa. Conserved protein, similar in part to O60859 neuropathy target esterase from Homo sapiens (Human) (1327 aa), FASTA scores: opt: 177, E(): 0.0062, (30.65% identity in 173 aa overlap); and Q9I385|PA1640 hypothetical protein from Pseudomonas aeruginosa (345 aa), FASTA scores: opt: 152, E(): 0.069,(27.8% identity in 180 aa overlap)."
"Rv3092c","MLST+","-","3460814..3461734",,"Probable conserved integral membrane protein","NP_217608.1","Rv3092c, (MTCY164.03c), len: 306 aa. Probable conserved integral membrane protein, highly similar to Q9RUT5|DR1297 conserved hypothetical protein from Deinococcus radiodurans (311 aa), FASTA scores: opt: 941,E(): 9.8e-51, (55.65% identity in 309 aa overlap); Q9A8B8|CC1436 hypothetical protein from Caulobacter crescentus (314 aa), FASTA scores: opt: 791, E(): 1.6e-41,(46.9% identity in 305 aa overlap); and also highly similar to Q9I2N8|PA1857 hypothetical protein from Pseudomonas aeruginosa (307 aa), FASTA scores: opt: 373, E(): 8.1e-16,(40.8% identity in 321 aa overlap); BAB36119|ECS2696 putative methyl-independent mismatch repair protein from Escherichia coli strain O157:H7 (305 aa), FASTA scores: opt: 335, E(): 1.7e-13, (39.75% identity in 307 aa overlap)."
"Rv3093c","MLST+","-","3461760..3462764",,"Hypothetical oxidoreductase","NP_217609.1","Rv3093c, (MTCY164.04c), len: 334 aa. Hypothetical oxidoreductase, with some similarity with various oxidoreductases e.g. Q58929|mer|MJ1534 N5,N10-methylene tetrahydromethanopterin reductase from Methanococcus jannaschii (331 aa), FASTA scores: opt: 300, E(): 1.1e-10,(24.1% identity in 324 aa overlap); and Q9ZA30|GRA-ORF29 putative FMN-dependent monooxygenase from Streptomyces violaceoruber (343 aa), FASTA scores: opt: 264, E(): 1.5e-08, (30.45% identity in 335 aa overlap); Q9CCV8|ML0348 possible coenzyme F420-dependent oxidoreductase from Mycobacterium leprae (350 aa), FASTA scores: opt: 220, E(): 6.4e-06, (26.5% identity in 328 aa overlap); etc."
